product_id,text,rate,count,label
1,"Review 15 for Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops: Your perfect pack for everyday use and walks in the forest. Stash your laptop (up to 15 inches) in the padded sleeve, your everyday",4.9,120,positive
1,"Review 16 for Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops: Your perfect pack for everyday use and walks in the forest. Stash your laptop (up to 15 inches) in the padded sleeve, your everyday",2.9,120,negative
1,"Review 17 for Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops: Your perfect pack for everyday use and walks in the forest. Stash your laptop (up to 15 inches) in the padded sleeve, your everyday",3.4,120,negative
1,"Review 18 for Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops: Your perfect pack for everyday use and walks in the forest. Stash your laptop (up to 15 inches) in the padded sleeve, your everyday",3.9,120,positive
1,"Review 19 for Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops: Your perfect pack for everyday use and walks in the forest. Stash your laptop (up to 15 inches) in the padded sleeve, your everyday",4.4,120,positive
1,"Review 20 for Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops: Your perfect pack for everyday use and walks in the forest. Stash your laptop (up to 15 inches) in the padded sleeve, your everyday",4.9,120,positive
1,"Review 21 for Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops: Your perfect pack for everyday use and walks in the forest. Stash your laptop (up to 15 inches) in the padded sleeve, your everyday",2.9,120,negative
1,"Review 22 for Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops: Your perfect pack for everyday use and walks in the forest. Stash your laptop (up to 15 inches) in the padded sleeve, your everyday",3.4,120,negative
1,"Review 23 for Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops: Your perfect pack for everyday use and walks in the forest. Stash your laptop (up to 15 inches) in the padded sleeve, your everyday",3.9,120,positive
1,"Review 24 for Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops: Your perfect pack for everyday use and walks in the forest. Stash your laptop (up to 15 inches) in the padded sleeve, your everyday",4.4,120,positive
1,"Review 25 for Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops: Your perfect pack for everyday use and walks in the forest. Stash your laptop (up to 15 inches) in the padded sleeve, your everyday",4.9,120,positive
1,"Review 26 for Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops: Your perfect pack for everyday use and walks in the forest. Stash your laptop (up to 15 inches) in the padded sleeve, your everyday",2.9,120,negative
1,"Review 27 for Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops: Your perfect pack for everyday use and walks in the forest. Stash your laptop (up to 15 inches) in the padded sleeve, your everyday",3.4,120,negative
1,"Review 28 for Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops: Your perfect pack for everyday use and walks in the forest. Stash your laptop (up to 15 inches) in the padded sleeve, your everyday",3.9,120,positive
1,"Review 29 for Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops: Your perfect pack for everyday use and walks in the forest. Stash your laptop (up to 15 inches) in the padded sleeve, your everyday",4.4,120,positive
1,"Review 30 for Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops: Your perfect pack for everyday use and walks in the forest. Stash your laptop (up to 15 inches) in the padded sleeve, your everyday",4.9,120,positive
1,"Review 31 for Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops: Your perfect pack for everyday use and walks in the forest. Stash your laptop (up to 15 inches) in the padded sleeve, your everyday",2.9,120,negative
1,"Review 32 for Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops: Your perfect pack for everyday use and walks in the forest. Stash your laptop (up to 15 inches) in the padded sleeve, your everyday",3.4,120,negative
1,"Review 33 for Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops: Your perfect pack for everyday use and walks in the forest. Stash your laptop (up to 15 inches) in the padded sleeve, your everyday",3.9,120,positive
1,"Review 34 for Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops: Your perfect pack for everyday use and walks in the forest. Stash your laptop (up to 15 inches) in the padded sleeve, your everyday",4.4,120,positive
1,"Review 35 for Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops: Your perfect pack for everyday use and walks in the forest. Stash your laptop (up to 15 inches) in the padded sleeve, your everyday",4.9,120,positive
1,"Review 36 for Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops: Your perfect pack for everyday use and walks in the forest. Stash your laptop (up to 15 inches) in the padded sleeve, your everyday",2.9,120,negative
1,"Review 37 for Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops: Your perfect pack for everyday use and walks in the forest. Stash your laptop (up to 15 inches) in the padded sleeve, your everyday",3.4,120,negative
1,"Review 38 for Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops: Your perfect pack for everyday use and walks in the forest. Stash your laptop (up to 15 inches) in the padded sleeve, your everyday",3.9,120,positive
1,"Review 39 for Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops: Your perfect pack for everyday use and walks in the forest. Stash your laptop (up to 15 inches) in the padded sleeve, your everyday",4.4,120,positive
1,"Review 40 for Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops: Your perfect pack for everyday use and walks in the forest. Stash your laptop (up to 15 inches) in the padded sleeve, your everyday",4.9,120,positive
1,"Review 41 for Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops: Your perfect pack for everyday use and walks in the forest. Stash your laptop (up to 15 inches) in the padded sleeve, your everyday",2.9,120,negative
1,"Review 42 for Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops: Your perfect pack for everyday use and walks in the forest. Stash your laptop (up to 15 inches) in the padded sleeve, your everyday",3.4,120,negative
1,"Review 43 for Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops: Your perfect pack for everyday use and walks in the forest. Stash your laptop (up to 15 inches) in the padded sleeve, your everyday",3.9,120,positive
1,"Review 44 for Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops: Your perfect pack for everyday use and walks in the forest. Stash your laptop (up to 15 inches) in the padded sleeve, your everyday",4.4,120,positive
1,"Review 45 for Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops: Your perfect pack for everyday use and walks in the forest. Stash your laptop (up to 15 inches) in the padded sleeve, your everyday",4.9,120,positive
1,"Review 46 for Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops: Your perfect pack for everyday use and walks in the forest. Stash your laptop (up to 15 inches) in the padded sleeve, your everyday",2.9,120,negative
1,"Review 47 for Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops: Your perfect pack for everyday use and walks in the forest. Stash your laptop (up to 15 inches) in the padded sleeve, your everyday",3.4,120,negative
1,"Review 48 for Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops: Your perfect pack for everyday use and walks in the forest. Stash your laptop (up to 15 inches) in the padded sleeve, your everyday",3.9,120,positive
1,"Review 49 for Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops: Your perfect pack for everyday use and walks in the forest. Stash your laptop (up to 15 inches) in the padded sleeve, your everyday",4.4,120,positive
1,"Review 50 for Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops: Your perfect pack for everyday use and walks in the forest. Stash your laptop (up to 15 inches) in the padded sleeve, your everyday",4.9,120,positive
2,"Review 1 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",3.1,259,negative
2,"Review 2 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",3.6,259,positive
2,"Review 3 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",4.1,259,positive
2,"Review 4 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",4.6,259,positive
2,"Review 5 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",5.0,259,positive
2,"Review 6 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",3.1,259,negative
2,"Review 7 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",3.6,259,positive
2,"Review 8 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",4.1,259,positive
2,"Review 9 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",4.6,259,positive
2,"Review 10 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",5.0,259,positive
2,"Review 11 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",3.1,259,negative
2,"Review 12 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",3.6,259,positive
2,"Review 13 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",4.1,259,positive
2,"Review 14 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",4.6,259,positive
2,"Review 15 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",5.0,259,positive
2,"Review 16 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",3.1,259,negative
2,"Review 17 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",3.6,259,positive
2,"Review 18 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",4.1,259,positive
2,"Review 19 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",4.6,259,positive
2,"Review 20 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",5.0,259,positive
2,"Review 21 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",3.1,259,negative
2,"Review 22 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",3.6,259,positive
2,"Review 23 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",4.1,259,positive
2,"Review 24 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",4.6,259,positive
2,"Review 25 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",5.0,259,positive
2,"Review 26 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",3.1,259,negative
2,"Review 27 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",3.6,259,positive
2,"Review 28 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",4.1,259,positive
2,"Review 29 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",4.6,259,positive
2,"Review 30 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",5.0,259,positive
2,"Review 31 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",3.1,259,negative
2,"Review 32 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",3.6,259,positive
2,"Review 33 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",4.1,259,positive
2,"Review 34 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",4.6,259,positive
2,"Review 35 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",5.0,259,positive
2,"Review 36 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",3.1,259,negative
2,"Review 37 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",3.6,259,positive
2,"Review 38 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",4.1,259,positive
2,"Review 39 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",4.6,259,positive
2,"Review 40 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",5.0,259,positive
2,"Review 41 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",3.1,259,negative
2,"Review 42 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",3.6,259,positive
2,"Review 43 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",4.1,259,positive
2,"Review 44 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",4.6,259,positive
2,"Review 45 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",5.0,259,positive
2,"Review 46 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",3.1,259,negative
2,"Review 47 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",3.6,259,positive
2,"Review 48 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",4.1,259,positive
2,"Review 49 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",4.6,259,positive
2,"Review 50 for Mens Casual Premium Slim Fit T-Shirts : Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",5.0,259,positive
3,"Review 1 for Mens Cotton Jacket: great outerwear jackets for Spring/Autumn/Winter, suitable for many occasions, such as working, hiking, camping, mountain/rock climbing, cycling, traveling or other outdoors. Good gift choice for you or your family member. A warm hearted love to Father, husband or son in this thanksgiving or Christmas Day.",3.7,500,positive
3,"Review 2 for Mens Cotton Jacket: great outerwear jackets for Spring/Autumn/Winter, suitable for many occasions, such as working, hiking, camping, mountain/rock climbing, cycling, traveling or other outdoors. Good gift choice for you or your family member. A warm hearted love to Father, husband or son in this thanksgiving or Christmas Day.",4.2,500,positive
3,"Review 3 for Mens Cotton Jacket: great outerwear jackets for Spring/Autumn/Winter, suitable for many occasions, such as working, hiking, camping, mountain/rock climbing, cycling, traveling or other outdoors. Good gift choice for you or your family member. A warm hearted love to Father, husband or son in this thanksgiving or Christmas Day.",4.7,500,positive
3,"Review 4 for Mens Cotton Jacket: great outerwear jackets for Spring/Autumn/Winter, suitable for many occasions, such as working, hiking, camping, mountain/rock climbing, cycling, traveling or other outdoors. Good gift choice for you or your family member. A warm hearted love to Father, husband or son in this thanksgiving or Christmas Day.",5.0,500,positive
3,"Review 5 for Mens Cotton Jacket: great outerwear jackets for Spring/Autumn/Winter, suitable for many occasions, such as working, hiking, camping, mountain/rock climbing, cycling, traveling or other outdoors. Good gift choice for you or your family member. A warm hearted love to Father, husband or son in this thanksgiving or Christmas Day.",5.0,500,positive
3,"Review 6 for Mens Cotton Jacket: great outerwear jackets for Spring/Autumn/Winter, suitable for many occasions, such as working, hiking, camping, mountain/rock climbing, cycling, traveling or other outdoors. Good gift choice for you or your family member. A warm hearted love to Father, husband or son in this thanksgiving or Christmas Day.",3.7,500,positive
3,"Review 7 for Mens Cotton Jacket: great outerwear jackets for Spring/Autumn/Winter, suitable for many occasions, such as working, hiking, camping, mountain/rock climbing, cycling, traveling or other outdoors. Good gift choice for you or your family member. A warm hearted love to Father, husband or son in this thanksgiving or Christmas Day.",4.2,500,positive
3,"Review 8 for Mens Cotton Jacket: great outerwear jackets for Spring/Autumn/Winter, suitable for many occasions, such as working, hiking, camping, mountain/rock climbing, cycling, traveling or other outdoors. Good gift choice for you or your family member. A warm hearted love to Father, husband or son in this thanksgiving or Christmas Day.",4.7,500,positive
3,"Review 9 for Mens Cotton Jacket: great outerwear jackets for Spring/Autumn/Winter, suitable for many occasions, such as working, hiking, camping, mountain/rock climbing, cycling, traveling or other outdoors. Good gift choice for you or your family member. A warm hearted love to Father, husband or son in this thanksgiving or Christmas Day.",5.0,500,positive
